394,Add `copilot-instructions.md` to the system prompt custom files search,scaryrawr,2025-06-25T15:19:21Z,https://github.com/sst/opencode/pull/394
371,Added `mcp` CLI command,ndraiman,2025-06-24T20:39:20Z,https://github.com/sst/opencode/pull/371
348,Feature: Fuzzy file search,chriswritescode-dev,2025-06-24T02:02:39Z,https://github.com/sst/opencode/pull/348
346,feat: open browser for github auth,alcpereira,2025-06-23T21:03:15Z,https://github.com/sst/opencode/pull/346
343,fix(keybind): un-comment history previous and next keymap,GitMurf,2025-06-23T19:13:52Z,https://github.com/sst/opencode/pull/343
342,feat(providers): use env variable instead of hardcoded api key in auth.json,GitMurf,2025-06-23T18:57:26Z,https://github.com/sst/opencode/pull/342
331,Docs update mcp models,thesteganos,2025-06-23T13:57:19Z,https://github.com/sst/opencode/pull/331
312,feat(cli): add git-commit-msg command for conventional commits,TerrariumCode,2025-06-22T21:30:00Z,https://github.com/sst/opencode/pull/312
311,feat: add http headers to remote mcp calls,moutansos,2025-06-22T18:30:01Z,https://github.com/sst/opencode/pull/311
279,feat: dual model support and sorting by release date,aryasaatvik,2025-06-20T21:56:59Z,https://github.com/sst/opencode/pull/279
275,feat: add dynamic window titles based on user messages,aryasaatvik,2025-06-20T20:03:07Z,https://github.com/sst/opencode/pull/275
269,feat: add dynamic status verbs,aryasaatvik,2025-06-20T17:47:38Z,https://github.com/sst/opencode/pull/269
75,Add `--permission-prompt-tool` to match claude code format,allisoneer,2025-06-09T21:31:15Z,https://github.com/sst/opencode/pull/75
